IDCliente,Genero,Jubilado,Casado,Dependientes,Permanencia_Meses,Telefonia,MutlipleLineas,Internet,SeguridadOnline,CopiaSeguridadLinea,SeguroDispositivo,Soporte,StreamingTV,StreamingMovies,TipoContrato,ReciboOnline,MetodoPago,MontoPlan,MontoTotal,Churn
4648-YPBTM,Hombre,No,No,No,53,Si,Si,DSL,No,Si,Si,Si,No,Si,Dos años,Si,Transferencia bancaria,73.9,3958.25,No
2907-ILJBN,Mujer,No,Si,Si,11,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Pago efectivo,20.6,233.9,No
6345-FZOQH,Hombre,No,Si,No,69,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.9,1363.45,No
3376-BMGFE,Mujer,No,No,No,4,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Transferencia bancaria,70.9,273,Si
5997-OPVFA,Hombre,No,Si,No,72,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,89.05,6254.45,No
3445-HXXGF,Hombre,Si,Si,No,58,No,Sin servicio telefonia,DSL,No,Si,Si,No,No,Si,Mensual,Si,Cheque,45.3,2651.2,Si
1159-WFSGR,Mujer,No,Si,Si,16,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque,20.4,321.4,No
7654-YWJUF,Hombre,No,Si,No,43,Si,No,Fibra optica,Si,No,Si,Si,No,No,Un año,Si,Transferencia bancaria,84.25,3539.25,No
1875-QIVME,Mujer,No,Si,No,2,Si,Si,Fibra optica,No,No,Si,Si,Si,Si,Mensual,Si,Cheque,104.4,242.8,Si
6727-IOTLZ,Hombre,No,Si,No,14,Si,No,DSL,No,Si,Si,Si,Si,Si,Dos años,No,Pago efectivo,81.95,1181.75,No
0691-JVSYA,Mujer,No,Si,No,53,Si,No,Fibra optica,No,No,Si,No,Si,Si,Un año,Si,Transferencia bancaria,94.85,5000.2,Si
5918-VUKWP,Mujer,No,No,No,32,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Transferencia bancaria,20.55,654.55,No
1744-JHKYS,Mujer,No,Si,No,34,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque,24.7,780.2,No
2656-FMOKZ,Mujer,Si,No,No,15,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Pago efectivo,74.45,1145.7,Si
2070-FNEXE,Mujer,Si,No,No,7,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,No,Transferencia bancaria,76.45,503.6,Si
5947-SGKCL,Mujer,No,Si,Si,15,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,105.35,1559.25,No
3712-PKXZA,Hombre,No,Si,No,61,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Si,Tarjeta de credito,20.55,1252,No
6317-YPKDH,Mujer,No,No,No,1,No,Sin servicio telefonia,DSL,No,Si,No,No,No,No,Mensual,No,Transferencia bancaria,29.95,29.95,Si
6582-OIVSP,Mujer,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,No,Pago efectivo,45.3,45.3,No
9367-WXLCH,Hombre,No,No,No,8,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,No,Transferencia bancaria,84.5,662.65,Si
5524-KHNJP,Hombre,No,Si,Si,33,Si,No,DSL,Si,No,Si,No,Si,Si,Un año,No,Tarjeta de credito,74.75,2453.3,No
1918-ZBFQJ,Mujer,No,No,No,13,Si,No,Fibra optica,No,Si,Si,No,No,No,Mensual,Si,Cheque,79.25,1111.65,Si
1024-GUALD,Mujer,No,Si,No,1,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,Si,Cheque,24.8,24.8,Si
4827-USJHP,Hombre,No,No,No,20,Si,No,DSL,No,Si,No,No,No,No,Mensual,Si,Pago efectivo,51.8,1023.85,No
8167-GJLRN,Hombre,No,No,No,3,No,Sin servicio telefonia,DSL,No,No,No,Si,No,No,Mensual,No,Cheque,30.4,82.15,No
0956-SYCWG,Mujer,No,No,No,13,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque,19.65,244.8,No
8017-UVSZU,Mujer,No,Si,No,40,Si,Si,DSL,No,Si,No,No,No,No,Mensual,No,Tarjeta de credito,56.6,2379.1,No
7100-FQPRV,Hombre,No,Si,Si,43,Si,Si,DSL,Si,No,No,Si,No,Si,Un año,Si,Tarjeta de credito,71.9,3173.35,No
2472-OVKUP,Hombre,No,Si,No,6,Si,No,Fibra optica,No,Si,Si,No,No,Si,Mensual,Si,Cheque,91,531,Si
2984-RGEYA,Mujer,No,Si,Si,69,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,19.75,1375.4,No
9680-NIAUV,Mujer,No,Si,Si,72,Si,Si,Fibra optica,Si,Si,Si,No,Si,Si,Dos años,No,Tarjeta de credito,109.7,8129.3,No
2146-EGVDT,Hombre,No,Si,Si,59,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,19.3,1192.7,No
2604-IJPDU,Mujer,No,Si,No,20,Si,No,Fibra optica,Si,Si,No,Si,Si,No,Mensual,Si,Cheque,96.55,1901.65,No
9178-JHUVJ,Hombre,No,Si,Si,24,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Transferencia bancaria,24.1,587.4,No
6168-YBYNP,Hombre,No,No,No,59,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Mensual,Si,Cheque,111.35,6519.75,No
7255-SSFBC,Hombre,No,Si,Si,72,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,112.25,8041.65,No
3645-DEYGF,Hombre,No,No,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.75,20.75,No
9323-HGFWY,Mujer,No,Si,No,27,Si,No,Fibra optica,Si,No,No,Si,Si,Si,Un año,Si,Tarjeta de credito,101.9,2681.15,No
8544-GOQSH,Mujer,No,No,No,14,Si,No,Fibra optica,No,Si,No,Si,No,No,Mensual,Si,Tarjeta de credito,80.05,1112.3,No
3363-DTIVD,Hombre,No,Si,Si,71,Si,Si,Fibra optica,Si,No,Si,No,Si,Si,Dos años,No,Cheque,105.55,7405.5,No
7018-WBJNK,Hombre,No,No,Si,13,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Tarjeta de credito,78.3,1033.95,No
9142-KZXOP,Hombre,No,No,No,44,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Tarjeta de credito,68.85,2958.95,No
7674-YTAFD,Mujer,No,No,No,33,Si,No,Fibra optica,No,Si,No,Si,No,No,Un año,Si,Transferencia bancaria,79.95,2684.85,No
6348-SNFUS,Hombre,No,Si,Si,72,No,Sin servicio telefonia,DSL,Si,Si,Si,Si,No,Si,Dos años,Si,Tarjeta de credito,55.45,4179.2,No
1285-OKIPP,Hombre,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,Si,Mensual,No,Cheque,79.9,79.9,Si
7825-ECJRF,Mujer,No,No,No,19,Si,No,Fibra optica,Si,No,Si,Si,Si,Si,Mensual,Si,Cheque,106.6,1934.45,Si
1347-KTTTA,Hombre,No,Si,No,64,Si,No,Fibra optica,No,Si,Si,Si,Si,Si,Un año,Si,Tarjeta de credito,102.45,6654.1,No
7841-TZDMQ,Hombre,No,No,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito,46,84.5,Si
4195-NZGTA,Mujer,No,No,No,1,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,No,Cheque,25.25,25.25,No
7157-SMCFK,Hombre,No,No,Si,61,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.75,1124.2,No
4709-LKHYG,Mujer,No,Si,Si,29,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,No,Cheque,20,540.05,No
2504-DSHIH,Hombre,Si,Si,No,23,Si,Si,Fibra optica,No,No,No,No,No,Si,Mensual,No,Cheque,86.8,1975.85,No
0699-NDKJM,Mujer,No,Si,No,57,No,Sin servicio telefonia,DSL,Si,Si,Si,No,Si,Si,Mensual,Si,Transferencia bancaria,58.75,3437.45,No
9286-BHDQG,Hombre,No,Si,Si,72,No,Sin servicio telefonia,DSL,Si,Si,Si,Si,No,No,Dos años,No,Tarjeta de credito,45.25,3139.8,No
0230-WEQUW,Hombre,No,Si,No,66,No,Sin servicio telefonia,DSL,Si,Si,Si,Si,Si,No,Dos años,Si,Transferencia bancaria,56.6,3789.2,No
2040-LDIWQ,Hombre,No,Si,Si,65,Si,Si,DSL,No,Si,Si,Si,Si,Si,Dos años,Si,Transferencia bancaria,84.2,5324.5,No
6496-JDSSB,Mujer,No,No,No,8,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Transferencia bancaria,80,624.6,No
9408-SSNVZ,Mujer,No,No,No,4,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,70.15,268.35,Si
4443-EMBNA,Mujer,No,Si,No,71,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,24.75,1836.9,No
6469-MRVET,Hombre,No,Si,Si,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Si,Cheque,20.2,20.2,No
0742-MOABM,Hombre,No,Si,No,4,Si,No,DSL,No,No,No,Si,No,No,Mensual,No,Pago efectivo,50.05,179.35,Si
5961-VUSRV,Mujer,No,No,No,12,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Un año,Si,Transferencia bancaria,19.35,219.35,No
6778-JFCMK,Hombre,No,No,No,24,No,Sin servicio telefonia,DSL,Si,No,No,No,Si,Si,Un año,Si,Pago efectivo,50.6,1288.75,No
6341-JVQGF,Mujer,No,Si,Si,31,Si,No,DSL,Si,No,Si,Si,Si,Si,Un año,Si,Pago efectivo,81.15,2545.75,No
2232-DMLXU,Mujer,No,Si,No,1,Si,No,DSL,No,No,No,No,Si,No,Mensual,No,Pago efectivo,55.2,55.2,Si
4811-JBUVU,Hombre,No,No,No,30,Si,Si,Fibra optica,No,No,No,Si,No,Si,Mensual,Si,Tarjeta de credito,89.9,2723.15,No
0945-TSONX,Mujer,No,Si,Si,47,Si,Si,DSL,Si,Si,No,Si,Si,Si,Dos años,Si,Tarjeta de credito,85.3,4107.25,No
2651-ZCBXV,Hombre,No,No,No,54,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Dos años,Si,Tarjeta de credito,108,5760.65,No
3316-UWXUY,Hombre,No,No,No,50,Si,No,Fibra optica,Si,Si,No,Si,No,Si,Mensual,Si,Tarjeta de credito,93.5,4747.5,No
8937-RDTHP,Hombre,No,No,No,1,Si,No,Fibra optica,Si,No,No,No,No,Si,Mensual,Si,Pago efectivo,84.6,84.6,Si
7083-MIOPC,Mujer,No,No,No,72,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Tarjeta de credito,20.25,1566.9,No
1984-GPTEH,Mujer,No,No,No,29,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Cheque,25.15,702,No
1251-KRREG,Hombre,No,No,No,2,Si,Si,DSL,No,Si,No,No,No,No,Mensual,Si,Pago efectivo,54.4,114.1,Si
0621-JFHOL,Mujer,No,No,No,10,No,Sin servicio telefonia,DSL,No,No,No,Si,No,No,Dos años,Si,Pago efectivo,29.6,299.05,No
9903-LYSAB,Hombre,No,Si,No,18,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,73.15,1305.95,No
0094-OIFMO,Mujer,Si,No,No,11,Si,No,Fibra optica,No,Si,No,No,Si,Si,Mensual,Si,Cheque,95,1120.3,Si
9227-UAQFT,Hombre,No,No,No,16,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.75,284.35,No
7301-ABVAD,Mujer,No,No,No,72,Si,Si,DSL,No,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,86.6,6350.5,No
6614-FHDBO,Hombre,No,No,No,72,Si,Si,Fibra optica,No,Si,Si,Si,Si,Si,Dos años,No,Transferencia bancaria,109.2,7878.3,No
7576-ASEJU,Mujer,No,Si,Si,41,Si,No,DSL,Si,No,No,Si,Si,Si,Un año,Si,Tarjeta de credito,74.7,3187.65,No
9058-HRZSV,Mujer,Si,Si,No,65,Si,No,Fibra optica,Si,Si,Si,No,No,Si,Mensual,No,Cheque,94.4,6126.15,No
4522-AKYLR,Mujer,Si,No,No,13,Si,No,DSL,No,Si,Si,No,No,No,Mensual,Si,Cheque,54.8,731.3,No
0221-WMXNQ,Hombre,Si,No,No,4,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,No,Cheque,75.35,273.4,No
0303-UNCIP,Hombre,No,No,No,41,Si,Si,DSL,No,No,Si,No,No,Si,Un año,No,Pago efectivo,65,2531.8,No
9947-OTFQU,Hombre,Si,No,No,15,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque,74.4,1074.3,Si
0322-YINQP,Hombre,No,No,No,1,Si,No,DSL,Si,No,No,No,No,No,Mensual,Si,Pago efectivo,48.55,48.55,Si
0959-WHOKV,Hombre,No,No,No,42,Si,Si,Fibra optica,Si,Si,Si,No,No,Si,Un año,Si,Cheque,99,4298.45,No
4075-JFPGR,Mujer,No,Si,No,51,Si,No,Fibra optica,Si,Si,Si,No,Si,No,Un año,Si,Cheque,93.5,4619.55,No
4629-NRXKX,Mujer,No,Si,Si,2,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Cheque,70.4,147.15,Si
9514-JDSKI,Hombre,Si,Si,No,1,No,Sin servicio telefonia,DSL,No,Si,No,No,Si,No,Mensual,No,Cheque,40.2,40.2,Si
3282-ZISZV,Hombre,No,No,Si,32,Si,Si,DSL,No,Si,Si,Si,Si,Si,Un año,No,Tarjeta de credito,83.7,2633.3,No
3675-YDUPJ,Hombre,No,No,No,10,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Pago efectivo,19.85,193.05,No
4111-BNXIF,Mujer,No,Si,Si,67,No,Sin servicio telefonia,DSL,No,Si,Si,Si,Si,Si,Dos años,Si,Cheque,59.55,4103.9,No
7017-VFHAY,Mujer,No,Si,Si,61,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,115.1,7008.15,No
6655-LHBYW,Hombre,No,No,No,50,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Un año,No,Tarjeta de credito,114.35,5791.1,No
4959-JOSRX,Mujer,No,Si,No,2,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito,44.6,80.55,Si
5046-NUHWD,Mujer,Si,Si,No,29,No,Sin servicio telefonia,DSL,Si,No,Si,No,No,Si,Mensual,Si,Cheque,45,1228.65,No
7273-TEFQD,Hombre,Si,No,No,3,No,Sin servicio telefonia,DSL,No,No,Si,No,No,Si,Mensual,Si,Cheque,41.15,132.2,Si
3606-TWKGI,Hombre,Si,No,No,13,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque,106.9,1364.3,Si
7529-ZDFXI,Hombre,Si,Si,No,57,Si,Si,Fibra optica,No,Si,No,No,No,Si,Mensual,Si,Cheque,89.85,4925.35,No
7605-BDWDC,Mujer,No,No,No,31,No,Sin servicio telefonia,DSL,Si,Si,No,Si,No,Si,Dos años,Si,Transferencia bancaria,49.85,1520.1,No
1950-KSVVJ,Mujer,No,Si,No,45,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Un año,No,Pago efectivo,113.3,5032.25,No
0123-CRBRT,Mujer,No,Si,Si,61,Si,Si,DSL,Si,Si,Si,Si,Si,Si,Dos años,No,Pago efectivo,88.1,5526.75,No
6292-TOSSS,Hombre,No,No,No,50,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Transferencia bancaria,24.9,1195.25,No
3197-ARFOY,Mujer,Si,No,No,19,Si,No,Fibra optica,Si,Si,No,Si,Si,Si,Mensual,Si,Pago efectivo,105,2007.25,No
6323-AYBRX,Hombre,No,No,No,59,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,19.35,1099.6,Si
7014-ZZXAW,Mujer,No,Si,No,71,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito,24.25,1732.95,No
4385-GZQXV,Mujer,Si,No,No,16,Si,No,Fibra optica,No,No,No,Si,Si,Si,Mensual,Si,Cheque,94.45,1511.2,Si
7633-MVPUY,Hombre,No,Si,No,57,Si,No,DSL,Si,Si,No,Si,No,No,Dos años,Si,Cheque,59.75,3450.15,No
6366-ZGQGL,Hombre,No,No,No,1,No,Sin servicio telefonia,DSL,No,No,No,No,No,No,Mensual,No,Transferencia bancaria,24.8,24.8,Si
4716-HHKQH,Hombre,Si,Si,No,20,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Mensual,No,Cheque,107.05,2172.05,No
5940-AHUHD,Hombre,No,No,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Pago efectivo,70.6,70.6,Si
6432-TWQLB,Hombre,No,Si,No,5,Si,Si,Fibra optica,No,Si,No,Si,No,No,Mensual,Si,Cheque,85.4,401.1,Si
4484-GLZOU,Mujer,No,Si,No,52,Si,Si,Fibra optica,No,Si,Si,No,Si,Si,Mensual,Si,Cheque,105.05,5624.85,Si
3179-GBRWV,Hombre,Si,Si,No,21,Si,No,DSL,Si,Si,No,No,No,Si,Mensual,Si,Transferencia bancaria,64.95,1339.8,No
8645-KWHJO,Hombre,No,No,No,14,No,Sin servicio telefonia,DSL,No,No,Si,Si,Si,Si,Mensual,Si,Cheque,55,771.95,No
4130-MZLCC,Mujer,No,No,No,5,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,Transferencia bancaria,50.55,244.75,No
0314-TKOSI,Mujer,No,No,No,6,Si,No,DSL,Si,Si,No,No,No,No,Mensual,No,Pago efectivo,55.15,322.9,No
8229-MYEJZ,Mujer,No,No,No,10,Si,No,DSL,No,Si,No,No,No,No,Mensual,No,Cheque,51.2,498.25,No
2080-SRCDE,Mujer,No,No,Si,1,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,25.4,25.4,No
9577-WJVCQ,Mujer,No,No,No,68,Si,Si,DSL,Si,No,No,No,No,No,Mensual,No,Pago efectivo,54.45,3687.75,No
9512-UIBFX,Hombre,No,Si,Si,18,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,No,Pago efectivo,95.15,1779.95,Si
6202-DYYFX,Mujer,No,No,No,22,Si,Si,Fibra optica,No,No,No,No,No,No,Un año,Si,Tarjeta de credito,76,1783.6,No
3808-HFKDE,Mujer,No,No,No,20,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque,44.35,927.15,No
5583-SXDAG,Hombre,No,Si,No,1,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,No,Cheque,70,70,Si
3488-PGMQJ,Hombre,Si,No,No,8,Si,No,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Cheque,74.5,606.55,Si
3580-REOAC,Hombre,No,No,No,10,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Tarjeta de credito,44.85,435.4,Si
7534-BFESC,Hombre,Si,No,No,24,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,76.1,1712.7,Si
3727-OWVYD,Hombre,No,No,No,35,Si,No,DSL,Si,Si,Si,No,No,No,Un año,No,Pago efectivo,61.2,2021.2,No
2294-SALNE,Hombre,No,Si,Si,23,Si,No,Fibra optica,No,Si,Si,Si,No,No,Un año,No,Pago efectivo,86.8,1940.8,No
4847-TAJYI,Mujer,Si,No,No,6,Si,No,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque,89.35,567.8,No
1563-IWQEX,Mujer,No,No,No,12,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,19.7,220.35,No
8203-XJZRC,Hombre,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,No,Pago efectivo,20.25,20.25,No
6556-DBKZF,Mujer,No,Si,Si,71,Si,No,Fibra optica,No,No,Si,No,No,No,Dos años,No,Cheque,76.05,5436.45,No
6851-WEFYX,Hombre,Si,Si,No,35,Si,Si,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque,100.8,3437.5,No
2985-JUUBZ,Hombre,No,Si,Si,40,Si,Si,DSL,No,No,Si,No,Si,Si,Mensual,Si,Cheque,74.55,3015.75,No
6390-DSAZX,Mujer,No,No,Si,1,Si,No,Fibra optica,Si,No,No,No,No,No,Mensual,Si,Pago efectivo,73.6,73.6,Si
0895-LMRSF,Hombre,No,No,No,23,Si,No,DSL,No,No,No,No,Si,Si,Un año,Si,Transferencia bancaria,64.9,1509.8,No
8098-LLAZX,Mujer,Si,No,No,4,Si,Si,Fibra optica,No,No,No,No,Si,Si,Mensual,Si,Cheque,95.45,396.1,Si
8266-VBFQL,Hombre,No,No,No,4,Si,No,Fibra optica,No,No,Si,Si,No,Si,Mensual,Si,Cheque,90.4,356.65,No
8181-YHCMF,Mujer,No,Si,Si,68,No,Sin servicio telefonia,DSL,No,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,60.3,4109,No
2240-HSJQD,Hombre,No,No,Si,38,Si,Si,Fibra optica,No,Si,No,No,No,No,Mensual,Si,Pago efectivo,81.85,3141.7,No
1248-DYXUB,Hombre,No,Si,Si,52,Si,Si,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,No,Pago efectivo,24.8,1229.1,No
0265-EDXBD,Hombre,Si,Si,No,32,Si,Si,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,74.9,2303.35,Si
4115-BNPJY,Hombre,No,Si,Si,29,Si,No,DSL,No,No,Si,Si,Si,Si,Dos años,No,Pago efectivo,75.55,2054.4,No
3167-SNQPL,Hombre,Si,Si,Si,38,Si,Si,Fibra optica,No,Si,No,No,Si,Si,Mensual,No,Cheque,101.15,3741.85,No
4091-TVOCN,Hombre,No,No,Si,48,Si,Si,DSL,Si,No,Si,No,Si,Si,Un año,Si,Tarjeta de credito,78.75,3682.45,No
1098-TDVUQ,Mujer,No,No,No,1,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Mensual,Si,Transferencia bancaria,19.25,19.25,No
7277-OZCGZ,Mujer,No,No,No,22,Si,No,Fibra optica,Si,No,No,Si,No,Si,Mensual,Si,Cheque,89.05,1886.25,No
1557-EMYVT,Mujer,No,No,No,43,Si,Si,Fibra optica,Si,Si,Si,Si,Si,Si,Dos años,No,Tarjeta de credito,115.05,4895.1,No
2799-ARNLO,Mujer,Si,Si,No,5,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,69.35,341.6,No
7563-BIUPC,Hombre,No,No,No,5,Si,No,Fibra optica,No,No,No,No,Si,No,Mensual,Si,Cheque,80.6,415.55,Si
5027-YOCXN,Hombre,No,Si,Si,51,Si,Si,Fibra optica,Si,Si,No,Si,Si,Si,Un año,No,Tarjeta de credito,110.05,5686.4,No
3973-SKMLN,Hombre,No,No,No,71,Si,No,No,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Sin servicio de internet,Dos años,Si,Tarjeta de credito,19.9,1355.1,No
2321-OMBXY,Mujer,No,Si,Si,38,Si,No,DSL,Si,Si,No,Si,Si,Si,Un año,No,Tarjeta de credito,80.3,3058.65,Si
2840-XANRC,Hombre,Si,Si,No,24,Si,No,Fibra optica,No,No,Si,No,Si,Si,Mensual,Si,Cheque,93.15,2231.05,Si
6745-JEFZB,Hombre,No,Si,No,35,Si,Si,Fibra optica,No,No,No,Si,Si,No,Mensual,Si,Tarjeta de credito,91.5,3236.35,No
5020-ZSTTY,Mujer,Si,No,No,54,Si,Si,DSL,Si,Si,No,Si,Si,Si,Un año,No,Transferencia bancaria,82.45,4350.1,Si
9880-TDQAC,Mujer,No,Si,Si,72,No,Sin servicio telefonia,DSL,No,Si,Si,Si,Si,Si,Dos años,Si,Cheque,60,4264,No
8705-WZCYL,Hombre,No,No,No,1,Si,No,DSL,No,No,No,No,No,No,Mensual,Si,Cheque,44.8,44.8,No
7102-JJVTX,Mujer,No,Si,Si,9,Si,No,DSL,Si,No,No,No,No,No,Un año,No,Pago efectivo,48.6,422.3,No
8626-PTQGE,Hombre,No,No,No,69,No,Sin servicio telefonia,DSL,Si,Si,No,Si,Si,Si,Dos años,Si,Transferencia bancaria,60.05,4176.7,No
4983-CLMLV,Mujer,No,Si,No,52,Si,Si,Fibra optica,No,Si,No,Si,Si,Si,Mensual,Si,Tarjeta de credito,102.7,5138.1,No
5701-YVSVF,Mujer,Si,Si,No,11,Si,No,Fibra optica,No,No,No,Si,Si,No,Mensual,Si,Cheque,82.9,880.05,No
5804-LEPIM,Mujer,Si,No,No,2,Si,No,Fibra optica,No,No,No,No,No,No,Mensual,Si,Cheque,70.35,139.05,Si
5697-GOMBF,Mujer,Si,Si,Si,28,No,Sin servicio telefonia,DSL,No,No,No,No,Si,No,Mensual,Si,Cheque,35.9,973.65,No
2739-CACDQ,Mujer,Si,No,No,17,Si,Si,Fibra optica,No,No,Si,No,No,No,Mensual,Si,Tarjeta de credito,82.65,1470.05,No
